Episode,Rating
"S4E20 The Moms",7.801234567891
"S4E21 Emanuelle Goes to Dinosaur Land",8.101234567891
"S4E22 I Do Do",8.501234567891
"S5E1 The Fabian Strategy",8.001234567891
"S5E2 When It Rains, It Pours",8.201234567891
"S5E3 Let's Stay Together",7.701234567891
"S5E4 Live Show",8.601234567891
"S5E5 Reaganing",8.101234567891
"S5E6 Gentleman's Intermission",7.901234567891
"S5E7 Brooklyn Without Limits",7.901234567891
"S5E8 College",7.901234567891
"S5E9 Chain Reaction of Mental Anguish",7.601234567891
"S5E10 Christmas Attack Zone",8.001234567891
"S5E11 Mrs. Donaghy",8.301234567891
"S5E12 Operation Righteous Cowboy Lightning",8.401234567891
"S5E13 ¡Qué Sorpresa!",7.901234567891
"S5E14 Double-Edged Sword",8.401234567891
"S5E15 It's Never Too Late for Now",8.201234567891
"S5E16 TGS Hates Women",8.201234567891
"S5E17 Queen of Jordan",7.501234567891
"S5E18 Plan B",7.801234567891
"S5E19 I Heart Connecticut",7.601234567891
"S5E20 100: Part 1",8.001234567891
"S5E21 100: Part 2",8.401234567891
"S5E22 Everything Sunny All the Time Always",7.901234567891
"S5E23 Respawn",7.601234567891
"S6E1 Dance Like Nobody's Watching",8.001234567891
"S6E2 Idiots Are People Two!",7.901234567891
"S6E3 Idiots Are People Three!",7.901234567891
"S6E4 The Ballad of Kenneth Parcell",7.701234567891
"S6E5 Today You Are a Man",7.801234567891
"S6E6 Hey, Baby, What's Wrong?: Part 1",7.801234567891
"S6E7 Hey, Baby, What's Wrong?: Part 2",7.901234567891
"S6E8 The Tuxedo Begins",8.401234567891
"S6E9 Leap Day",8.101234567891
"S6E10 Alexis Goodlooking and the Case of the Missing Whisky",7.601234567891
"S6E11 Standards and Practices",8.001234567891
"S6E12 St. Patrick's Day",7.601234567891
"S6E13 Grandmentor",7.401234567891
"S6E14 Kidnapped by Danger",8.301234567891
"S6E15 The Shower Principle",7.501234567891
"S6E16 Nothing Left to Lose",7.601234567891
"S6E17 Meet the Woggels!",7.501234567891
"S6E18 Murphy Brown Lied to Us",7.801234567891
"S6E19 Live from Studio 6H",8.601234567891
"S6E20 Queen of Jordan 2: The Mystery of the Phantom Pooper",7.301234567891
"S6E21 The Return of Avery Jessup",7.701234567891
"S6E22 What Will Happen to the Gang Next Year?",7.901234567891
"S7E1 The Beginning of the End",7.601234567891
"S7E2 Governor Dunston",7.601234567891
"S7E3 Stride of Pride",7.701234567891
"S7E4 Unwindulax",7.801234567891
"S7E5 There's No I in America",7.601234567891
"S7E6 Aunt Phatso vs. Jack Donaghy",7.501234567891
"S7E7 Mazel Tov, Dummies!",8.301234567891
"S7E8 My Whole Life Is Thunder",8.001234567891
"S7E9 Game Over",8.301234567891
"S7E10 Florida",7.901234567891
"S7E11 A Goon's Deed in a Weary World",8.301234567891
"S7E12 Hogcock!/Last Lunch",9.001234567891
